task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_other_text,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,nature_any,nature_text,nature_visual_0,nature_visual_1,nature_visual_2,nature_visual_3,nature_visual_any,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,rel-value_text,rel-value_text_conf_aesthetics,rel-value_text_conf_cultural-identity,rel-value_text_conf_good-life,rel-value_text_conf_kinship,rel-value_text_conf_livelihoods,rel-value_text_conf_personal-identity,rel-value_text_conf_reciprocity,rel-value_text_conf_sense-of-agency,rel-value_text_conf_sense-of-place,rel-value_text_conf_social-relations,rel-value_text_conf_social-responsibility,rel-value_text_conf_spirituality,rel-value_text_conf_stewardship-principle,rel-value_text_conf_well-being,rel-value_text_expl,rel-value_visual_0,rel-value_visual_0_conf_aesthetics,rel-value_visual_0_conf_cultural-identity,rel-value_visual_0_conf_good-life,rel-value_visual_0_conf_reciprocity,rel-value_visual_0_conf_sense-of-agency,rel-value_visual_0_conf_social-cohesion,rel-value_visual_0_conf_social-relations,rel-value_visual_0_conf_spirituality,rel-value_visual_0_conf_stewardship-principle,rel-value_visual_0_conf_well-being,rel-value_visual_1,rel-value_visual_1_conf_social-relations,rel-value_visual_2,rel-value_visual_3,rel-value_visual_3_conf_spirituality,val-expr_text,val-expr_visual_0,val-expr_visual_1,val-expr_visual_2,val-expr_visual_3,visual_same_0,visual_same_1,visual_same_2,visual_same_3,timestamps,user_ids
33039,1495942416079142917,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:34:10.621663+00:00;2025-04-24 21:19:05.935728+00:00;2025-04-17 12:04:05.681531+00:00,7;10;17
33040,1725500029790478641,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:35:59.699857+00:00;2025-04-16 07:55:00.810216+00:00,7;42
33041,1515722753978118152,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:00:46.145460+00:00;2025-04-17 10:33:16.601577+00:00,7;42
33042,1621041726969483265,,,Food;Food,,,,,,,,none;none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;No,Yes;Yes;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:14:47.813400+00:00;2025-04-24 21:17:35.151546+00:00;2025-04-17 12:04:20.035499+00:00,7;10;17
33043,1496999380951265319,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:57:48.545832+00:00;2025-04-17 16:35:09.110018+00:00,7;42
33044,1647858429434683393,,,Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 13:55:17.658822+00:00;2025-04-19 12:34:36.078310+00:00,7;17
33045,1526745384990691330,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:55:45.101085+00:00;2025-04-17 16:18:07.694616+00:00,7;10
33046,1502133208967782401,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:52:16.666213+00:00;2025-04-24 21:28:02.530756+00:00;2025-04-16 16:50:41.440133+00:00,7;10;42
33047,1702216608872063157,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 00:22:06.399285+00:00;2025-04-19 14:23:51.678422+00:00;2025-04-19 14:50:30.855752+00:00,10;17;42
33048,1647314847783157763,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:13:05.684078+00:00;2025-04-25 00:19:14.195607+00:00;2025-04-17 18:02:39.589439+00:00,7;10;42
33049,1640791866164518913,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:05:41.706038+00:00;2025-04-25 00:19:50.226292+00:00;2025-04-19 12:53:23.373681+00:00,7;10;17
33050,1650757532443369472,Yes,'montaña' rusa - code as nature?,Health,text,,mountain,,,,,none;none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No;No,,,,,,abiotic;abiotic;abiotic,,,,,,material;immaterial;immaterial,,,,,well-being;personal-identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:10:38.595262+00:00;2025-04-25 01:17:16.650852+00:00;2025-04-17 18:40:50.271024+00:00,7;10;42
33051,1701763624551784850,,,Sport,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes;Yes,No;No;Yes,No;No,No;No;Yes,No;No;No,No;No;No,No;No;No,No;Yes,,sky,,,,,abiotic,,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:48:46.745053+00:00;2025-04-24 21:18:00.836532+00:00;2025-04-17 10:15:25.847380+00:00,7;10;42
33052,1616783670097973250,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 13:56:24.843939+00:00;2025-04-25 00:57:38.018340+00:00;2025-04-19 14:10:06.511665+00:00,7;10;17
33053,1495791421076480016,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:56:05.300811+00:00;2025-04-24 21:19:40.320275+00:00;2025-04-17 09:55:44.794277+00:00,7;10;42
33054,1618776803300245505,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 13:58:18.180243+00:00;2025-04-19 13:25:54.661451+00:00,7;17
33055,1610623076361805824,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:11:10.289150+00:00;2025-04-25 00:58:04.583545+00:00;2025-04-19 12:54:47.149915+00:00,7;10;17
33056,1516024743924842499,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:53:04.020874+00:00;2025-04-17 10:28:40.684743+00:00,7;42
33057,1717074503082135966,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:33:20.513789+00:00;2025-04-25 00:58:30.758076+00:00;2025-04-17 11:55:09.284033+00:00,7;10;17
33058,1648673802182701059,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:27:17.768339+00:00;2025-04-17 16:31:37.263702+00:00,7;10
33059,1515269769150320646,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;Yes,No;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,abiotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:52:09.117905+00:00;2025-04-25 00:20:35.589475+00:00;2025-04-19 14:07:42.860969+00:00,7;10;17
33060,1511947880252203010,,,"Food,Health;Food",,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,well-being;well-being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:05:19.180948+00:00;2025-04-17 16:05:16.080764+00:00,7;10
33061,1617961430657150977,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:13:51.816416+00:00;2025-04-24 21:18:26.319866+00:00;2025-04-16 16:48:47.604080+00:00,7;10;42
33062,1513910814469672961,,,Food;Food,,,,,,,,none;none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;Yes;Yes,No;Yes;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No;No,,,,,,biotic;biotic,,,,,,immaterial;material,,,,,cultural-identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:59:44.084871+00:00;2025-04-25 00:46:15.738699+00:00;2025-04-19 13:24:06.356003+00:00,7;10;17
33063,1487033714643247105,,,,,,,,,,,none;none;none,none;none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,No;No;No,No;No;No,No;No;No,Yes;Yes;Yes,,,,,,biotic;biotic;biotic,abiotic;biotic;biotic,,,,,immaterial;material;immaterial,immaterial;immaterial;immaterial,,,,spirituality;literacy;cultural-identity,,,,,,,,,,,,kinship,,,,"literacy,aesthetics;cultural-identity",,,,,,,,,,,,,,,,Implicit;Implicit;Implicit,Not codable;Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Image 1,,,,2025-04-24 21:40:44.890786+00:00;2025-04-19 14:28:54.270905+00:00;2025-04-19 14:47:55.255516+00:00,10;17;42
33064,1511796885530554372,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:05:44.843733+00:00;2025-04-24 21:20:02.756707+00:00;2025-04-17 16:37:27.210455+00:00,7;10;42
33065,1639161120564080641,Yes,RV value type with food placed on the background of 1st image ,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;No,Yes;Yes,No;No,No;No,No;No,Yes;Yes,,food,,,,,biotic;biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,good-life,,,aesthetics,,,,,,,,,,,,,Not codable;Not codable,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:33:34.893666+00:00;2025-04-16 16:55:14.845453+00:00,28;42
33066,1614246954657275904,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-21 07:39:41.573743+00:00;2025-04-19 15:40:42.933576+00:00,16;42
33067,1496244406281777162,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:34:00.486524+00:00;2025-04-17 10:21:41.734417+00:00,7;42
33068,1518138673040003072,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;No;No,Yes;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,biotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:33:08.731097+00:00;2025-04-25 01:25:33.939627+00:00;2025-04-16 13:08:56.551776+00:00,7;10;42
33069,1498811320220618752,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:27:14.759555+00:00;2025-04-24 21:18:44.235398+00:00;2025-04-16 09:51:05.919539+00:00,7;10;42
33070,1565324593065107458,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:40:41.188401+00:00;2025-04-25 00:22:18.742134+00:00;2025-04-17 11:29:24.950283+00:00,7;10;17
33071,1622853666456670208,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:15:05.294310+00:00;2025-04-24 21:20:59.738666+00:00;2025-04-17 10:00:49.612817+00:00,7;10;42
33072,1632185153895137280,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:51:34.624644+00:00;2025-04-24 21:20:24.041966+00:00;2025-04-17 10:31:03.051510+00:00,7;10;42
33073,1628833066528477184,,,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:07:36.217142+00:00;2025-04-19 13:25:25.866831+00:00,7;17
33074,1482352871031115782,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:54:11.720521+00:00;2025-04-25 00:47:01.552128+00:00;2025-04-17 11:42:08.813327+00:00,7;10;17
33075,1616149491299516438,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:34:40.869720+00:00;2025-04-25 00:48:19.334719+00:00;2025-04-16 12:10:37.947986+00:00,7;10;42
33076,1586388387795124224,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 00:48:30.949837+00:00;2025-04-21 07:44:29.536796+00:00;2025-04-19 15:36:33.233866+00:00,10;16;42
33077,1670960655967371268,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:50:49.642027+00:00;2025-04-24 21:19:30.844888+00:00;2025-04-17 13:47:07.657880+00:00,7;10;42
33078,1489600628741525507,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:57:00.345943+00:00;2025-04-16 09:51:01.126566+00:00,7;42
33079,1516779718573543430,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:55:09.355643+00:00;2025-04-25 00:48:58.956224+00:00;2025-04-19 12:53:53.534394+00:00,7;10;17
33080,1725771820530373072,,,,,,,,,,,none;none,agricultural_areas;agricultural_areas,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;No,Yes;Yes,No;No,No;No,No;No,Yes;Yes,,cow,,,,,biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,aesthetics;aesthetics,good-life,,,,,,,,,,,,,,,Not codable;Not codable,Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:58:26.387200+00:00;2025-04-16 12:05:43.710342+00:00,7;42
33081,1518289668005060608,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:45:54.188710+00:00;2025-04-24 20:41:09.610080+00:00;2025-04-19 14:01:36.150005+00:00,7;10;17
33082,1658186483633643557,,,Sport,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes;Yes,No;No;Yes,No;No,No;No;Yes,No;No;Yes,No;No;No,No;No;No,No;Yes,,wood floor,,,,,biotic,,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,Image 1,,,2025-04-16 10:48:10.013706+00:00;2025-04-24 21:19:52.793446+00:00;2025-04-16 12:09:31.399371+00:00,7;10;42
33083,1644415744690515968,,,,,,,,,beach,,none;none,water_bodies;water_bodies,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;Yes,Yes;Yes,Yes;Yes,No;No,No;No,Yes;Yes,star emoji,,flowers,,,abiotic,abiotic;abiotic,biotic;biotic,,,,immaterial,material;material,immaterial;immaterial,,,,,,,,,,,,,,,,,,,aesthetics;good-life,,,,,,,,,,,aesthetics;aesthetics,,,,,Not codable;Not codable,Implicit;Implicit,Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:50:07.442596+00:00;2025-04-16 13:30:10.541138+00:00,7;42
33084,1483711825208385540,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,ray,,,,,abiotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:54:06.108469+00:00;2025-04-16 09:49:10.289123+00:00,7;42
33085,1724412866122424477,,,Sport;Sport,,,,,,,,none;none,artificial_surfaces;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;No,Yes;Yes,No;No,No;No,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,social-cohesion,,,,,,,,,,,,,,,,Not codable;Not codable,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-19 14:24:55.913939+00:00;2025-04-19 14:59:00.595952+00:00,17;42
33086,1622944263779516418,,,Food;Food;Food,,,,,,,,none;none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No;No,food,,,,,biotic;biotic;biotic,,,,,,material;material;material,,,,,good-life;cultural-identity,,good-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Not codable;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:22:48.748803+00:00;2025-04-25 00:21:03.803863+00:00;2025-04-16 12:06:35.857009+00:00,7;10;42
33087,1659364244091961344,,,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,oat,,,,,biotic;biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:34:16.245377+00:00;2025-04-16 13:21:12.296538+00:00,28;42
