task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landcover-type_visual_1,landcover-type_visual_2,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_expl_visual_1,landscape-type_expl_visual_3,landscape-type_other_text,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
9430,1685441070979534849,No;No,,,,,,,,,,,,,satellite image,,other,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;material,immaterial;material,,,,2025-04-03 14:23:01.827263+00:00;2025-04-02 14:03:23.474373+00:00,7;15
9431,1685622265008787456,No;No,,Health,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-02 12:38:41.001949+00:00;2025-04-01 08:42:34.540360+00:00,7;42
9432,1685743060955860992,No;No,,,,,,,,,,,,,,,,artificial_surfaces;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-02 12:47:25.553326+00:00;2025-04-01 08:02:01.440466+00:00,7;42
9434,1686060150312910848,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:38:54.862556+00:00;2025-03-31 20:50:46.048406+00:00,7;31
9435,1686362140284776448,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,abiotic,,,,,,,material,,,,,2025-03-31 17:40:28.627901+00:00;2025-03-31 20:50:08.275368+00:00,7;31
9436,1686498035679797248,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:22:13.763819+00:00;2025-04-01 14:41:56.470471+00:00,17;42
9437,1686649029906575360,No;No,,Food,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:15:33.001986+00:00;2025-04-08 09:50:43.726326+00:00,10;29
9438,1686800025630765066,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:37:44.482002+00:00;2025-04-01 14:38:57.412515+00:00,15;42
9439,1499717289935278082,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:00:20.952271+00:00;2025-03-31 09:00:52.082184+00:00,28;31
9440,1686951020583112704,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:06:15.857235+00:00;2025-03-31 09:05:58.891844+00:00,17;30
9441,1687404005419569152,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:24:10.304112+00:00;2025-04-01 13:12:33.201115+00:00,7;42
9442,1687555000023547904,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:46:10.213497+00:00;2025-04-03 17:53:19.540076+00:00,7;10
9443,1687705995114414081,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:45:00.429009+00:00;2025-04-01 15:53:25.688709+00:00,15;42
9444,1687947587217772544,No;No,,Food,,,,,,,,,,,,,none,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,,,biotic,biotic,,,,,,material,material,,,,2025-04-01 14:43:42.926471+00:00;2025-04-02 12:42:09.271420+00:00,7;17
9445,1688038183928209408,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:24:19.748750+00:00;2025-04-01 13:00:33.442959+00:00,7;42
9446,1688158979971792896,No;No,,,"text,visual",,,,,,,,,,,,none;none,none,,,,Yes;Yes,Image 1,Yes;Yes,Yes;No,No;Yes,,,,,,abiotic;biotic,biotic,,,,,,immaterial;immaterial,immaterial,,,,2025-04-03 19:20:16.446970+00:00;2025-04-07 15:54:21.645716+00:00,10;29
9447,1688309974970122240,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:05:03.377103+00:00;2025-04-02 13:04:41.376761+00:00,15;17
9448,1688611964585496577,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:18:59.756738+00:00;2025-04-09 10:04:43.281763+00:00,10;29
9449,1688793158807953408,No;No,,,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 18:12:45.634386+00:00;2025-04-03 18:29:10.544678+00:00,10;28
9450,1479559464743284740,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:18:43.850528+00:00;2025-03-31 09:15:33.169362+00:00,7;30
9451,1499943782325833730,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:46:52.403495+00:00;2025-03-31 08:34:12.064994+00:00,30;31
9453,1689080049255763968,No;No,,Sport;Food,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-02 14:42:33.123460+00:00;2025-04-03 15:45:17.551468+00:00,15;17
9454,1689366939574157312,No;No,,"Food,Health;Food",,,,,,,,,,,,,none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,biotic,biotic;biotic,,,,,,material,material;material,,,,2025-04-01 14:25:18.080461+00:00;2025-04-02 12:46:31.187269+00:00,7;17
9455,1689517934518181888,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:46:51.100682+00:00;2025-04-01 08:51:19.843405+00:00,7;42
9456,1689668929512263680,No;No,,,text,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,,2025-03-31 08:57:21.842434+00:00;2025-03-31 08:55:27.376008+00:00,30;31
9457,1689819924410077184,No;No,,,,,,,,,,,,,,,none,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;abiotic,abiotic;biotic,,,,,,material;material,material;material,,,,2025-03-31 17:47:15.535152+00:00;2025-03-31 20:49:39.353222+00:00,7;31
9458,1689970919303745536,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:16:22.608761+00:00;2025-03-31 16:47:45.324787+00:00,7;17
9460,1690454103179317248,No;No,,Video game,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 17:53:09.048423+00:00;2025-04-03 16:22:06.287480+00:00,10;17
9461,1690725894078246912,No;No,,Sport,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 16:27:41.982943+00:00;2025-04-01 12:57:35.169969+00:00,7;42
9462,1500019279860846592,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:46:19.551126+00:00;2025-03-31 08:40:59.977034+00:00,28;31
9463,1690876888988766208,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:38:49.398145+00:00;2025-03-31 20:50:19.206046+00:00,7;31
9464,1691027883953897473,No;No,,,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-02 15:11:53.849530+00:00;2025-04-01 14:19:39.307469+00:00,15;42
9466,1691495968376496136,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:15:57.255103+00:00;2025-04-03 18:07:03.839179+00:00,7;10
9467,1691646963153097075,No;No,,,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 17:17:22.617219+00:00;2025-04-03 18:08:29.395485+00:00,7;10
9469,1691948953192022285,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:44:20.828862+00:00;2025-04-01 08:01:12.407042+00:00,15;42
9470,1692084848557515108,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:24:40.710832+00:00;2025-04-07 16:09:53.496502+00:00,10;29
9471,1692235843627315595,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:01:58.469236+00:00;2025-04-01 14:54:49.732537+00:00,7;42
9473,1500170274779635727,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:15:27.037588+00:00;2025-04-01 13:40:56.240513+00:00,15;42
9474,1692537833171669076,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:47:28.319518+00:00;2025-03-31 20:56:41.816511+00:00,7;31
9475,1692839823352984021,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:02:04.162418+00:00;2025-04-01 08:41:02.763241+00:00,7;42
9478,1693594797645156753,No;No,,,,,,,,,,,,,,,,"artificial_surfaces,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 12:01:00.020801+00:00;2025-04-01 08:26:30.461380+00:00,15;42
9479,1693745792987648243,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:47:51.834782+00:00;2025-04-02 12:31:12.634870+00:00,7;17
9480,1693926986781991375,No;No,,,,,,,,,,,,,,,,"artificial_surfaces,forest_and_seminatural_areas,water_bodies;forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,forests / beaches,,,,,biotic;abiotic,,,,,pictures,,material;immaterial,,,,2025-04-03 22:23:55.397174+00:00;2025-04-05 11:36:12.776612+00:00,10;30
9481,1694047782938497267,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:29:22.713308+00:00;2025-04-01 14:53:16.613440+00:00,7;42
9482,1694228976888066552,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:25:57.966305+00:00;2025-04-03 18:56:19.577749+00:00,10;28
9483,1694349772834873437,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:38:17.679262+00:00;2025-04-03 18:49:51.537234+00:00,10;28
9484,1500321269803524097,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 09:57:52.737067+00:00;2025-04-01 08:34:10.076819+00:00,1;42
9485,1694576265020207232,No;Yes,mentioning energy sources is enough to label as nature-related?,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,solar power,,,,,abiotic,,,,,,,immaterial,,,,,2025-04-01 14:30:20.507619+00:00;2025-04-01 08:06:10.242162+00:00,7;42
9487,1694817857001886171,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:06:17.816315+00:00;2025-03-31 16:54:47.039210+00:00,7;17
9489,1695119846923723048,No;No,,,,,,,,,,,,,,The universe,,other,,,,Yes;Yes,Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,,,abiotic,abiotic,,,,,,immaterial,material,,,,2025-04-03 18:59:51.402456+00:00;2025-04-07 09:56:21.329286+00:00,10;29
9490,1695255742448603501,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:52:13.779119+00:00;2025-04-02 15:04:47.124881+00:00,7;15
9491,1695572831885521116,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:44:28.400683+00:00;2025-04-01 13:12:36.873037+00:00,15;42
9492,1695708727196660034,No;No,,,,,,,,,,,,,,,forest_and_seminatural_areas,forest_and_seminatural_areas;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;abiotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-03 15:59:59.559042+00:00;2025-04-01 14:35:28.457354+00:00,17;42
9493,1695874821685436690,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:16:49.342855+00:00;2025-04-01 08:36:08.767128+00:00,7;42
9494,1696025816516407688,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:12:30.797214+00:00;2025-03-31 16:50:18.237129+00:00,7;17
9495,1500547762168991751,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:50:08.297832+00:00;2025-04-05 11:19:48.155748+00:00,10;30
9496,1696161712099999931,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 16:44:53.535577+00:00;2025-03-31 09:26:33.564407+00:00,7;16
9498,1696614696952992107,No;No,,Sport;Sport,,,,,,,,,,,,,none;none,artificial_surfaces;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 08:53:21.190763+00:00;2025-03-31 08:54:05.655280+00:00,7;15
9499,1696780791353602079,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:48:22.353369+00:00;2025-04-01 13:54:59.729715+00:00,7;42
9500,1696977084835348930,No;No,,,,,,,,,,,,,,,none,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,abiotic,,,,,,,immaterial,,,,,2025-04-03 19:15:26.633239+00:00;2025-04-05 11:23:52.673083+00:00,10;30
9502,1697218676758331446,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 13:48:51.680095+00:00;2025-04-01 13:03:35.514895+00:00,15;42
9503,1697520666361094573,Yes;No,IMG 4: gas tanks = nature?,,,,,,,,,,,,,,,,agricultural_areas,,artificial_surfaces,Yes;Yes,"Image 2,Image 4;Image 2",Yes;Yes,No;No,Yes;Yes,,,,,,,,biotic;biotic,,biotic,,,,,material;material,,material,2025-04-03 16:10:34.847652+00:00;2025-04-01 13:19:02.310492+00:00,7;42
9504,1697671661523439804,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:26:21.556249+00:00;2025-04-01 08:40:53.431452+00:00,15;42
9505,1697822656488415431,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 15:04:22.256591+00:00;2025-04-01 15:58:15.284972+00:00,15;42
9506,1500623259670396928,No;No,,Food,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-02 14:08:35.258621+00:00;2025-04-01 08:49:37.252862+00:00,15;42
9508,1698124646439096703,No;No,,Food;Food,,,,,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 18:58:17.270928+00:00;2025-04-07 16:09:45.054505+00:00,10;29
9509,1698426636188729366,No;No,,,,,,,,,,,,,,,,agricultural_areas,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 19:20:21.429433+00:00;2025-04-07 16:10:31.558282+00:00,10;29
9512,1698879621054259651,No;No,,Health,,,,,,,,,,,,,none,,,,,Yes;Yes,,Yes;Yes,Yes;Yes,No;No,,,,,,abiotic;abiotic,,,,,,,material;material,,,,,2025-03-31 17:38:35.827111+00:00;2025-03-31 20:41:21.494737+00:00,7;31
9513,1699030615931195481,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:51:50.716088+00:00;2025-03-31 08:43:17.184920+00:00,28;30
9514,1699181611026182532,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:48:43.511530+00:00;2025-04-05 11:19:59.081152+00:00,10;30
9515,1699634595845865655,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:25:08.504261+00:00;2025-04-01 13:34:33.924000+00:00,17;42
9517,1500925249407401992,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:33:28.316395+00:00;2025-04-01 13:01:42.606818+00:00,15;42
9518,1700102680150946013,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:07:24.822345+00:00;2025-04-09 10:11:48.147917+00:00,10;29
9519,1700238575441215865,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 15:11:10.056146+00:00;2025-04-01 15:47:22.214044+00:00,15;42
9520,1700389569915748363,No;No,,,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,stuffed bunny ,,,,,biotic;biotic,,,,,,,material;immaterial,,,,2025-03-31 09:29:57.689734+00:00;2025-03-31 09:27:47.916330+00:00,30;31
9523,1700842555297124569,No;No,,Food;Food,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-03 16:20:35.875065+00:00;2025-04-01 14:32:59.041018+00:00,7;42
9524,1700993550035697823,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:40:43.745605+00:00;2025-03-31 08:48:39.728420+00:00,30;31
9525,1701159644738043990,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:03:23.095320+00:00;2025-03-31 09:02:59.686161+00:00,7;31
9526,1701295539999088674,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:53:55.783920+00:00;2025-03-31 08:54:07.885821+00:00,28;31
9527,1701461634529607824,No;No,,,visual,Image 1,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:06:06.080312+00:00;2025-04-05 11:36:56.084317+00:00,10;30
9528,1501151741970358277,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:30:35.848349+00:00;2025-04-01 14:52:52.167993+00:00,7;42
9530,1701748525065806000,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:39:15.246531+00:00;2025-04-01 14:50:38.704694+00:00,15;42
9531,1701899519984595422,No;No,,Sport;Sport,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 15:52:48.113204+00:00;2025-04-02 13:21:30.155269+00:00,7;15
9532,1702050514911793387,No;No,,,,,,,,,,,,,,,,agricultural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic,,,,,,,material,,,,2025-04-03 19:03:22.849684+00:00;2025-04-07 09:40:21.504101+00:00,10;29
9533,1702216609249538071,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:13:41.459044+00:00;2025-03-31 16:48:59.107205+00:00,7;17
9534,1702352504875258132,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,printed animal on a shirt ,,,,,biotic;biotic,biotic,,,,,,material;immaterial,immaterial,,,,2025-04-03 14:18:06.383657+00:00;2025-03-31 08:44:44.232938+00:00,15;30
9535,1702518599070703803,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:54:49.766296+00:00;2025-04-01 12:58:24.889857+00:00,17;42
9536,1702654494746489290,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:58:39.208410+00:00;2025-03-31 09:28:02.187146+00:00,30;31
9537,1702805489694711818,No;No,,,,,,,,,,,,,,,,water_bodies,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;Yes,Yes;Yes,peach,sunset,,,,biotic,abiotic;abiotic,,,,,,immaterial,immaterial;immaterial,,,,2025-04-03 16:27:42.293660+00:00;2025-04-01 14:47:48.897203+00:00,17;42
9538,1702956484575834560,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:56:35.599292+00:00;2025-04-01 15:55:27.785203+00:00,7;42
9539,1501378234310705152,No;Yes,does artificial grass from a sport club is counted as nature-related?,Sport;Sport,,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,Yes;Yes,Image 2;Image 2,Yes;Yes,No;No,Yes;Yes,,,artificial grass,,,,,biotic;biotic,,,,,,,material;immaterial,,,2025-04-02 12:51:10.816692+00:00;2025-04-01 08:13:37.869971+00:00,7;42
9540,1703107479574360564,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:41:47.309721+00:00;2025-04-01 15:53:17.293954+00:00,15;42
9541,1703258474426061034,No;No,,Health,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-01 14:48:50.968830+00:00;2025-04-01 08:50:33.913751+00:00,7;42
9542,1703409469345169882,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,"Image 2,Image 3,Image 4",Yes;No,No;No,Yes;No,,,,,,,,biotic,biotic,biotic,,,,,immaterial,immaterial,immaterial,2025-03-31 09:10:24.713032+00:00;2025-03-31 09:06:31.892767+00:00,15;31
9543,1703560464393789586,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:53:21.418601+00:00;2025-03-31 09:17:49.127175+00:00,30;31
9544,1703862454143304161,No;No,,,,,,,,,,,,,,,none;artificial_surfaces,artificial_surfaces,artificial_surfaces,artificial_surfaces,artificial_surfaces,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,material;material,material;material,material;material,material;material,material;material,2025-03-31 09:09:54.194784+00:00;2025-03-31 09:12:06.873707+00:00,28;31
9545,1704179543479599295,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:04:41.459270+00:00;2025-03-31 09:05:21.769125+00:00,30;31
9546,1704345638010495307,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 14:23:24.882715+00:00;2025-04-02 15:05:35.159933+00:00,7;15
9547,1704481533518549382,No;No,,"Food,Health",,,,,,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,biotic,,,,,,,material,,,,,2025-04-03 17:06:58.923545+00:00;2025-04-01 12:58:59.912612+00:00,7;42
9548,1704617428867821707,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 13:47:50.798285+00:00;2025-04-01 07:50:20.312594+00:00,15;42
